,Datetime,Search term,Google URL ,Ad URL Website,Vendor,Position Num,Position,Result is consistent,Page number,Type of result,Comments,Ad value
32,2018-01-01 16:24:02.359659,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,http://1outlets.nz/s/lg-ew2/,NA,11,organic search,NA,1,organic search,NA,Lg-Ew2 - 1Outlets
33,2018-01-01 16:24:02.363163,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,http://tvlaptopreviews.blogspot.com/2013/09/lg-55ln5400-55-1080p-led-lcd-tv-hdtv.html,NA,12,organic search,NA,1,organic search,NA,"TV-Laptop Reviews: LG 55LN5400 55"" 1080p LED-LCD TV - HDTV ..."
34,2018-01-01 16:24:02.366168,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,https://imged.com/rapid-run-yellow-15-pin-cable-50ft-e255930-cl2-28awg-75ohm-3974018.html,NA,13,organic search,NA,1,organic search,NA,Rapid run yellow 15 pin cable 50ft e255930 cl2 28awg 75ohm - Image ...
35,2018-01-01 16:24:02.369206,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,https://imged.com/10-portable-dvd-player-swivel-hd-widescreen-built-in-rechargeable-13673363.html,NA,14,organic search,NA,1,organic search,NA,"10'' portable dvd player, swivel hd widescreen, built in rechargeable ..."
36,2018-01-01 16:24:02.372217,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,https://es.aliexpress.com/item/4-Pcs-lot-Wholesale-Universal-Remote-Control-use-for-LG-TV-remote-control-MKJ54138911-mando/32330445229.html,NA,15,organic search,NA,1,organic search,NA,(4 Unids/lote) uso para LG TV de control remoto Al Por Mayor Control ...
37,2018-01-01 16:24:02.375227,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,http://www.maqueta.info/search/label/maqueta,NA,16,organic search,NA,1,organic search,NA,http://beautyplanning.info/lg-tv-curved// http://sofreakingcool.com/wp ...
38,2018-01-01 16:24:02.378236,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,https://www.pinterest.ie/emerballen/stuff-to-buy/,NA,17,organic search,NA,1,organic search,NA,"30 best Stuff to Buy images on Pinterest | Stuff to buy, Technology and ..."
39,2018-01-01 16:24:02.381243,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,http://terpesona.ddnss.org/file__14gp.xml,NA,18,organic search,NA,1,organic search,NA,http://terpesona.ddnss.org/file/owner-manual-montero-1999-2-8.pdf ...
40,2018-01-01 16:24:02.384256,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,http://cyigab.ddnss.org/doc__14gp.xml,NA,19,organic search,NA,1,organic search,NA,http://cyigab.ddnss.org/doc/section-20-2-fronts-answer-key.pdf 2014 ...
41,2018-01-01 16:24:02.387262,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,http://www.teamsportsgearhere.com/?keys=Lg-see&price=550,NA,20,organic search,NA,1,organic search,NA,Lg See For Sale - Team Sports Gear
42,2018-01-01 16:24:02.390268,55LN5400 LG - EW2,https://www.google.com/search?q=55LN5400+LG+-+EW2&num=20&hl=en,http://cl.angel.wwx.tw/debug/frm-s/theoriesofgravitation.info/Conformal_gravity/ku-Conformal_gravity.php,NA,21,organic search,NA,1,organic search,NA,Xiuang! WWX.Net SWS://theoriesofgravitation.info/Conformal_gravity ...
43,2018-01-01 16:24:13.825888,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.walmart.com/browse/electronics/40-inch-tvs/3944_1060825_2489948_2996127,NA,2,organic search,NA,1,organic search,NA,40 Inch TVs - Walmart.com
44,2018-01-01 16:24:13.829901,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=40+inch+tv,NA,3,organic search,NA,1,organic search,NA,40 inch tv - Best Buy
45,2018-01-01 16:24:13.833915,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.target.com/s/40+inch+tv,NA,4,organic search,NA,1,organic search,NA,40 inch tv : Target
46,2018-01-01 16:24:13.837920,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.costco.com/39-inch-tvs-through-43-inch-tvs.html,NA,5,organic search,NA,1,organic search,NA,"39""-43"" | Costco - Costco Wholesale"
47,2018-01-01 16:24:13.841931,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.amazon.com/40-Inch-TVs/b?ie=UTF8&node=9151096011,NA,6,organic search,NA,1,organic search,NA,Amazon.com: 40 Inch TVs: Electronics
48,2018-01-01 16:24:13.845942,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.amazon.com/TCL-40S305-40-Inch-1080p-Smart/dp/B01N2UQ43P,NA,7,organic search,NA,1,organic search,NA,Amazon.com: TCL 40S305 40-Inch 1080p Roku Smart LED TV (2017 ...
49,2018-01-01 16:24:13.849953,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,"https://www.overstock.com/Electronics/Televisions/40-_--49-Inches,/screen-size,/2171/cat.html",NA,8,organic search,NA,1,organic search,NA,40 - 49 Inches Televisions For Less | Overstock.com
50,2018-01-01 16:24:13.852960,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.samsclub.com/sams/tvs-lcd-tv-led-tv-and-plasma-tv-screens/1088.cp,NA,9,organic search,NA,1,organic search,NA,"TVs on Sale: Flat Screen, LED, & Smart TVs at Low Prices - Sam's Club"
51,2018-01-01 16:24:13.856971,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,http://www.lg.com/us/40-inch-43-inch-tvs,NA,10,organic search,NA,1,organic search,NA,40-Inch TVs to 43-Inch Class TVs | LG USA
52,2018-01-01 16:24:13.860982,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.samsung.com/us/televisions-home-theater/tvs/full-hd-tvs/40--class-m5300-full-hd-tv-un40m5300afxza/,NA,11,organic search,NA,1,organic search,NA,"40"" Class M5300 Full HD TV TVs - UN40M5300AFXZA | Samsung US"
53,2018-01-01 16:24:13.863989,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.johnlewis.com/browse/electricals/televisions/view-all-tvs/size=39-to-46/_/N-6srfZ1z0oizs,NA,12,organic search,NA,1,organic search,NA,"39"" to 46"" | View All TVs | John Lewis"
54,2018-01-01 16:24:13.866997,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,http://www.argos.co.uk/product/6875648,NA,13,organic search,NA,1,organic search,NA,Buy Samsung 40MU6120 40 Inch 4K UHD Smart TV with HDR at ...
55,2018-01-01 16:24:13.870005,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.tesco.com/direct/sharp-40-inch-lc-40cfg6021k-smart-full-hd-led-tv-with-freeview-hd/704-0028.prd,NA,14,organic search,NA,1,organic search,NA,Buy Sharp 40 Inch LC-40CFG6021K Smart Full HD LED TV with ...
56,2018-01-01 16:24:13.873013,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.flipkart.com/kodak-102cm-40-inch-full-hd-led-smart-tv/p/itmez9vtzcz2vvbs,NA,15,organic search,NA,1,organic search,NA,Kodak 102cm (40 inch) Full HD LED Smart TV Online at best Prices In ...
57,2018-01-01 16:24:13.877025,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.flipkart.com/sony-bravia-101-6cm-40-inch-full-hd-led-smart-tv/p/itmeh8vz78maszwa,NA,16,organic search,NA,1,organic search,NA,Sony Bravia 101.6cm (40 inch) Full HD LED Smart TV Online at best ...
58,2018-01-01 16:24:13.881035,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.btech.com/en/toshiba-40-inch-full-hd-led-tv-40l160mea.html,NA,17,organic search,NA,1,organic search,NA,B.TECH | Toshiba 40 Inch Full HD LED TV- 40L160MEA
59,2018-01-01 16:24:13.886054,tv 40 inch,https://www.google.com/search?q=tv+40+inch&num=20&hl=en,https://www.ebay.com/b/40-49-Televisions/11071/bn_722088,NA,18,organic search,NA,1,organic search,NA,"40"" - 49"" Televisions | eBay"
